@RELATION Pacman-data-training

@ATTRIBUTE pacman_position_x NUMERIC
@ATTRIBUTE pacman_position_y NUMERIC
@ATTRIBUTE is_North_Valid {True,False}
@ATTRIBUTE is_South_Valid {True,False}
@ATTRIBUTE is_East_Valid {True,False}
@ATTRIBUTE is_West_Valid {True,False}
@ATTRIBUTE is_Stop_Valid {True,False}
@ATTRIBUTE pacman_direction {North,South,East,West,Stop}
@ATTRIBUTE alive_ghost_1 {True,False}
@ATTRIBUTE alive_ghost_2 {True,False}
@ATTRIBUTE alive_ghost_3 {True,False}
@ATTRIBUTE alive_ghost_4 {True,False}
@ATTRIBUTE ghost_1_position_x NUMERIC
@ATTRIBUTE ghost_1_position_y NUMERIC
@ATTRIBUTE ghost_2_position_x NUMERIC
@ATTRIBUTE ghost_2_position_y NUMERIC
@ATTRIBUTE ghost_3_position_x NUMERIC
@ATTRIBUTE ghost_3_position_y NUMERIC
@ATTRIBUTE ghost_4_position_x NUMERIC
@ATTRIBUTE ghost_4_position_y NUMERIC
@ATTRIBUTE ghost_1_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_2_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_3_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_4_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_1_distance NUMERIC
@ATTRIBUTE ghost_2_distance NUMERIC
@ATTRIBUTE ghost_3_distance NUMERIC
@ATTRIBUTE ghost_4_distance NUMERIC
@ATTRIBUTE pac_dots_distance NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE score_change NUMERIC

@ATTRIBUTE next_action {North,South,East,West,Stop}
@ATTRIBUTE next_score NUMERIC

@DATA
9,10,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,7,21,3,Stop,Stop,South,West,-1,-1,7,18,-1,347,-1,North,346
9,11,True,True,True,True,True,North,False,False,True,True,1,1,3,1,13,7,20,3,Stop,Stop,South,East,-1,-1,8,20,-1,346,-1,East,345
10,11,True,True,True,True,True,East,False,False,True,True,1,1,3,1,14,7,21,3,Stop,Stop,East,North,-1,-1,8,18,-1,345,-1,East,344
11,11,True,True,False,True,True,East,False,False,True,True,1,1,3,1,14,8,21,4,Stop,Stop,North,South,-1,-1,6,18,-1,344,-1,North,343
11,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,14,9,21,3,Stop,Stop,North,East,-1,-1,6,20,-1,343,-1,East,342
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,13,9,22,3,Stop,Stop,West,North,-1,-1,4,18,-1,342,-1,East,341
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,13,9,22,4,Stop,Stop,West,North,-1,-1,3,17,-1,341,-1,South,340
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,13,9,22,4,Stop,Stop,West,West,-1,-1,2,15,-1,340,-1,South,339
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,13,9,21,4,Stop,Stop,Stop,West,-1,-1,1,13,-1,339,199,South,538
13,9,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,20,4,Stop,Stop,Stop,West,-1,-1,-1,11,-1,538,-1,South,537
13,8,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,19,4,Stop,Stop,Stop,West,-1,-1,-1,10,-1,537,-1,South,536
13,7,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,19,4,Stop,Stop,Stop,West,-1,-1,-1,9,-1,536,-1,South,535
13,6,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,19,4,Stop,Stop,Stop,East,-1,-1,-1,9,-1,535,-1,South,534
13,5,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,20,4,Stop,Stop,Stop,North,-1,-1,-1,7,-1,534,-1,East,533
14,5,True,True,False,True,True,East,False,False,False,True,1,1,3,1,5,1,20,5,Stop,Stop,Stop,South,-1,-1,-1,7,-1,533,-1,Stop,532
14,5,True,True,False,True,True,East,False,False,False,True,1,1,3,1,5,1,20,4,Stop,Stop,Stop,West,-1,-1,-1,6,-1,532,-1,North,531
14,6,True,True,True,True,True,North,False,False,False,True,1,1,3,1,5,1,19,4,Stop,Stop,Stop,West,-1,-1,-1,7,-1,531,-1,East,530
15,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,19,4,Stop,Stop,Stop,West,-1,-1,-1,5,-1,530,-1,East,529
16,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,18,4,Stop,Stop,Stop,North,-1,-1,-1,3,-1,529,-1,East,528
17,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,18,5,Stop,Stop,Stop,East,-1,-1,-1,3,-1,528,-1,East,527
18,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,19,5,Stop,Stop,Stop,East,-1,-1,-1,3,-1,527,-1,South,526
18,5,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,20,5,Stop,Stop,Stop,South,-1,-1,-1,3,-1,526,-1,East,525
19,5,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,20,4,Stop,Stop,Stop,South,-1,-1,-1,3,-1,525,-1,East,524
20,5,True,True,False,True,True,East,False,False,False,True,1,1,3,1,5,1,20,3,Stop,Stop,Stop,West,-1,-1,-1,3,-1,524,-1,South,523
20,4,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,19,3,Stop,Stop,Stop,West,-1,-1,-1,3,-1,523,-1,West,522
19,4,True,True,True,True,True,West,False,False,False,True,1,1,3,1,5,1,18,3,Stop,Stop,Stop,East,-1,-1,-1,1,-1,522,-1,West,521
18,4,True,True,True,True,True,West,False,False,False,True,1,1,3,1,5,1,19,3,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,521,199,South,720
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,0,-1,Stop,-1
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,-1,-1,South,-2
1,17,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,12,24,27,34,-1,-2,-1,South,-3
1,16,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,11,23,26,33,-1,-3,-1,South,-4
1,15,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,10,22,25,32,-1,-4,-1,South,-5
1,14,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,9,21,24,31,-1,-5,-1,South,-6
1,13,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,8,20,23,30,-1,-6,-1,South,-7
1,12,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,19,22,29,-1,-7,-1,South,-8
1,11,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,18,21,28,-1,-8,-1,South,-9
1,10,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,17,20,27,-1,-9,-1,South,-10
1,9,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,16,19,26,-1,-10,-1,South,-11
1,8,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,15,18,25,-1,-11,-1,South,-12
1,7,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,14,17,24,-1,-12,-1,South,-13
1,6,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,13,16,25,-1,-13,-1,East,-14
2,6,False,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,12,15,24,-1,-14,-1,East,-15
3,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,11,14,23,-1,-15,-1,East,-16
4,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,10,13,22,-1,-16,-1,East,-17
5,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,3,9,12,21,-1,-17,-1,North,-18
5,7,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,2,10,13,20,-1,-18,-1,North,-19
5,8,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,1,11,14,21,-1,-19,199,North,180
5,9,True,True,True,True,True,North,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,12,15,22,-1,180,-1,South,179
5,8,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,11,14,21,-1,179,-1,South,178
5,7,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,10,13,20,-1,178,-1,East,177
6,7,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,9,12,19,-1,177,-1,South,176
6,6,True,False,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,8,11,20,-1,176,-1,East,175
7,6,False,False,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,7,10,19,-1,175,-1,East,174
8,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,6,9,18,-1,174,-1,East,173
9,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,5,8,17,-1,173,-1,East,172
10,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,4,7,16,-1,172,-1,South,171
10,5,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,3,8,17,-1,171,-1,East,170
11,5,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,2,7,16,-1,170,-1,South,169
11,4,True,True,False,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,1,8,17,-1,169,199,South,368
11,3,True,False,False,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,18,-1,368,-1,North,367
11,4,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,17,-1,367,-1,North,366
11,5,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,16,-1,366,-1,North,365
11,6,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,15,-1,365,-1,North,364
11,7,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,364,-1,North,363
11,8,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,363,-1,North,362
11,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,362,-1,North,361
11,10,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,361,-1,North,360
11,11,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,360,-1,North,359
11,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,12,19,-1,359,-1,East,358
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,358,-1,East,357
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,357,-1,South,356
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,356,-1,South,355
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,355,-1,South,354
13,9,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,354,-1,South,353
13,8,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,353,-1,South,352
13,7,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,352,-1,East,351
14,7,True,True,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,351,-1,Stop,350
14,7,True,True,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,350,-1,South,349
14,6,True,True,True,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,12,-1,349,-1,East,348
15,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,11,-1,348,-1,East,347
16,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,1,10,-1,347,199,East,546
17,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,9,-1,546,-1,East,545
18,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,8,-1,545,-1,East,544
19,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,7,-1,544,-1,East,543
20,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,6,-1,543,-1,East,542
21,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,5,-1,542,-1,East,541
22,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,4,-1,541,-1,East,540
23,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,3,-1,540,-1,East,539
24,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,2,-1,539,-1,East,538
25,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,538,199,North,737
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,0,-1,Stop,-1
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,10,7,19,12,22,9,Stop,West,Stop,North,14,11,15,20,2,-1,-1,Stop,-2
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,10,7,19,11,22,10,Stop,West,South,North,14,11,16,19,2,-2,-1,Stop,-3
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,20,11,22,11,Stop,East,East,North,14,12,17,18,2,-3,-1,East,-4
5,12,False,True,True,True,True,East,True,True,True,True,8,3,12,7,20,11,22,12,West,East,East,South,12,12,16,18,1,-4,99,South,95
5,11,True,True,True,True,True,South,True,True,True,True,9,3,12,6,20,11,22,11,East,South,East,South,12,12,15,18,1,95,99,South,194
5,10,True,True,True,True,True,South,True,True,True,True,9,3,12,5,20,11,22,10,East,South,East,South,11,12,16,18,1,194,-1,South,193
5,9,True,True,True,True,True,South,True,True,True,True,10,3,13,5,20,11,22,9,East,East,East,South,11,12,17,17,1,193,-1,East,192
6,9,True,True,True,True,True,East,True,True,True,True,9,3,13,4,20,12,22,9,West,South,North,West,9,12,17,15,1,192,99,East,291
7,9,True,True,True,True,True,East,True,True,True,True,10,3,14,4,20,12,21,9,East,East,North,West,9,12,16,14,1,291,99,South,390
7,8,True,True,True,True,True,South,True,True,True,True,11,3,14,5,20,12,21,9,East,North,North,West,9,10,17,15,1,390,99,South,489
7,7,True,True,True,True,True,South,True,True,True,True,12,3,14,6,21,12,21,9,East,North,East,East,9,8,19,17,1,489,99,South,588
7,6,True,True,True,True,True,South,True,True,True,True,12,4,13,6,22,12,22,9,North,West,East,East,7,6,21,19,1,588,99,South,687
7,5,True,True,True,True,True,South,True,True,True,True,12,4,13,7,21,12,23,9,North,North,West,West,6,8,21,19,1,687,-1,East,686
8,5,True,True,True,True,True,East,True,True,True,True,12,4,12,7,21,11,22,9,North,West,South,North,5,6,19,19,1,686,-1,East,685
9,5,True,True,True,True,True,East,True,True,True,True,12,5,12,8,21,11,22,10,North,North,South,West,3,6,18,17,1,685,99,East,784
10,5,True,True,True,True,True,East,True,True,True,True,12,5,12,7,22,11,21,10,North,South,East,East,2,4,18,17,1,784,99,East,883
11,5,True,True,True,True,True,East,True,True,True,True,12,4,13,7,22,10,22,10,South,East,South,East,2,4,16,16,1,883,99,East,982
12,5,True,True,True,True,True,East,True,True,True,True,12,3,13,7,22,10,22,10,South,East,South,North,2,3,15,16,1,982,99,South,1081
12,4,True,True,True,True,True,South,True,True,True,True,12,3,13,8,22,10,22,11,South,North,South,North,1,5,16,18,1,1081,99,West,1180
11,4,True,True,True,True,True,West,True,True,True,True,11,3,12,8,23,10,22,12,Stop,West,East,North,1,5,18,19,1,1180,199,South,1379
11,3,True,False,True,True,True,South,False,True,True,True,1,1,11,8,23,11,22,12,Stop,West,North,West,-1,5,20,19,1,1379,99,West,1478
10,3,True,False,True,True,True,West,False,True,True,True,1,1,12,8,23,11,21,12,Stop,East,North,South,-1,7,21,19,1,1478,99,North,1577
10,4,True,True,True,True,True,North,False,True,True,True,1,1,12,8,23,11,21,11,Stop,East,North,West,-1,6,20,17,2,1577,-1,North,1576
10,5,True,True,True,True,True,North,False,True,True,True,1,1,11,8,23,12,20,11,Stop,West,North,West,-1,4,20,15,1,1576,99,North,1675
10,6,True,True,True,True,True,North,False,True,True,True,1,1,12,8,23,12,19,11,Stop,East,North,East,-1,4,19,15,1,1675,99,North,1774
10,7,True,True,True,True,True,North,False,True,True,True,1,1,12,7,23,11,20,11,Stop,South,South,South,-1,2,17,13,1,1774,-1,East,1773
11,7,True,True,True,True,True,East,False,True,True,True,1,1,12,7,23,11,20,10,Stop,Stop,South,North,-1,1,16,13,1,1773,299,East,2072
12,7,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,11,Stop,Stop,South,South,-1,-1,15,11,1,2072,99,North,2171
12,8,True,True,True,True,True,North,False,False,True,True,1,1,3,1,22,11,20,10,Stop,Stop,West,South,-1,-1,13,9,1,2171,99,West,2270
11,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,22,11,20,9,Stop,Stop,West,West,-1,-1,14,9,1,2270,99,West,2369
10,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,11,19,9,Stop,Stop,East,South,-1,-1,16,9,1,2369,-1,West,2368
9,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,12,19,8,Stop,Stop,North,East,-1,-1,18,11,1,2368,99,North,2467
9,9,True,True,True,True,True,North,False,False,True,True,1,1,3,1,23,12,20,8,Stop,Stop,North,South,-1,-1,17,13,1,2467,99,East,2566
10,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,7,Stop,Stop,South,North,-1,-1,15,11,1,2566,-1,East,2565
11,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,11,20,8,Stop,Stop,West,North,-1,-1,13,9,1,2565,-1,East,2564
12,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,9,Stop,Stop,East,North,-1,-1,13,8,1,2564,-1,East,2563
13,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,9,Stop,Stop,North,North,-1,-1,13,7,2,2563,-1,East,2562
14,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,9,Stop,Stop,North,North,-1,-1,12,7,2,2562,-1,East,2561
15,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,10,Stop,Stop,North,West,-1,-1,11,5,1,2561,-1,East,2560
16,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,10,Stop,Stop,West,West,-1,-1,9,4,1,2560,99,East,2659
17,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,19,10,Stop,Stop,East,South,-1,-1,9,2,1,2659,99,East,2758
18,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,9,Stop,Stop,West,South,-1,-1,7,2,1,2758,99,East,2857
19,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,19,8,Stop,Stop,East,South,-1,-1,7,2,1,2857,99,East,2956
20,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,7,Stop,Stop,West,West,-1,-1,5,4,1,2956,99,South,3055
20,8,True,True,True,True,True,South,False,False,True,True,1,1,3,1,23,12,18,7,Stop,Stop,East,West,-1,-1,7,4,1,3055,99,South,3154
20,7,True,True,True,True,True,South,False,False,True,True,1,1,3,1,23,11,17,7,Stop,Stop,South,West,-1,-1,7,3,1,3154,-1,West,3153
19,7,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,11,17,7,Stop,Stop,South,West,-1,-1,8,2,1,3153,-1,West,3152
18,7,True,True,True,True,True,West,False,False,True,True,1,1,3,1,22,11,17,7,Stop,Stop,West,South,-1,-1,8,2,1,3152,99,West,3251
17,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,22,11,17,6,Stop,Stop,West,Stop,-1,-1,9,-1,1,3451,99,South,3550
17,6,True,True,True,True,True,South,False,False,True,False,1,1,3,1,21,11,7,1,Stop,Stop,West,Stop,-1,-1,9,-1,1,3550,99,South,3649
17,5,True,True,True,True,True,South,False,False,True,False,1,1,3,1,20,11,7,1,Stop,Stop,West,Stop,-1,-1,9,-1,1,3649,-1,East,3648
18,5,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,West,Stop,-1,-1,7,-1,1,3648,99,North,3747
18,6,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,North,Stop,-1,-1,7,-1,1,3747,-1,North,3746
18,7,True,True,True,True,True,North,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,5,-1,2,3746,-1,West,3745
17,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,6,-1,1,3745,99,West,3844
16,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,7,-1,1,3844,99,North,3943
16,8,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,East,Stop,-1,-1,7,-1,1,3943,-1,North,3942
16,9,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,South,Stop,-1,-1,5,-1,1,3942,99,North,4041
16,10,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,North,Stop,-1,-1,5,-1,1,4041,99,East,4140
17,10,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,South,Stop,-1,-1,3,-1,1,4140,-1,East,4139
18,10,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,10,7,1,Stop,Stop,South,Stop,-1,-1,1,-1,2,4139,-1,North,4138
18,11,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,Stop,Stop,-1,-1,1,-1,1,4138,199,East,4337
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,0,-1,Stop,-1
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-1,-1,Stop,-2
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-2,-1,Stop,-3
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-3,-1,Stop,-4
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-4,-1,South,-5
4,11,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,13,11,16,20,1,-5,99,East,94
5,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,12,10,15,19,1,94,99,East,193
6,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,11,9,14,18,1,193,99,East,292
7,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,10,8,13,17,1,292,99,South,391
7,10,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,9,7,14,16,1,391,99,South,490
7,9,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,8,6,15,15,1,490,99,South,589
7,8,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,7,5,16,16,1,589,99,South,688
7,7,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,6,4,17,17,1,688,-1,East,687
8,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,5,3,16,16,1,687,-1,East,686
9,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,4,2,15,15,1,686,99,East,785
10,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,5,1,14,14,1,785,199,East,984
11,7,True,True,True,True,True,East,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,6,-1,13,13,1,984,-1,West,983
10,7,True,True,True,True,True,West,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,5,-1,14,14,1,983,99,South,1082
10,6,True,True,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,4,-1,15,15,1,1082,99,South,1181
10,5,True,True,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,3,-1,16,16,1,1181,99,South,1280
