@relation 'Pacman-data-training-weka.filters.unsupervised.attribute.Remove-R31,33'

@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute is_North_Valid {True,False}
@attribute is_South_Valid {True,False}
@attribute is_East_Valid {True,False}
@attribute is_West_Valid {True,False}
@attribute is_Stop_Valid {True,False}
@attribute pacman_direction {North,South,East,West,Stop}
@attribute alive_ghost_1 {True,False}
@attribute alive_ghost_2 {True,False}
@attribute alive_ghost_3 {True,False}
@attribute alive_ghost_4 {True,False}
@attribute ghost_1_position_x numeric
@attribute ghost_1_position_y numeric
@attribute ghost_2_position_x numeric
@attribute ghost_2_position_y numeric
@attribute ghost_3_position_x numeric
@attribute ghost_3_position_y numeric
@attribute ghost_4_position_x numeric
@attribute ghost_4_position_y numeric
@attribute ghost_1_direction {North,South,East,West,Stop}
@attribute ghost_2_direction {North,South,East,West,Stop}
@attribute ghost_3_direction {North,South,East,West,Stop}
@attribute ghost_4_direction {North,South,East,West,Stop}
@attribute ghost_1_distance numeric
@attribute ghost_2_distance numeric
@attribute ghost_3_distance numeric
@attribute ghost_4_distance numeric
@attribute pac_dots_distance numeric
@attribute score numeric
@attribute next_action {North,South,East,West,Stop}

@data
20,4,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,19,3,Stop,Stop,Stop,West,-1,-1,-1,3,-1,523,West
19,4,True,True,True,True,True,West,False,False,False,True,1,1,3,1,5,1,18,3,Stop,Stop,Stop,East,-1,-1,-1,1,-1,522,West
18,4,True,True,True,True,True,West,False,False,False,True,1,1,3,1,5,1,19,3,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,521,South
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,0,Stop
1,18,False,True,True,False,True,Stop,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,13,25,28,35,-1,-1,South
1,17,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,12,24,27,34,-1,-2,South
1,16,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,11,23,26,33,-1,-3,South
1,15,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,10,22,25,32,-1,-4,South
1,14,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,9,21,24,31,-1,-5,South
1,13,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,8,20,23,30,-1,-6,South
1,12,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,19,22,29,-1,-7,South
1,11,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,18,21,28,-1,-8,South
1,10,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,17,20,27,-1,-9,South
1,9,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,16,19,26,-1,-10,South
1,8,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,15,18,25,-1,-11,South
1,7,True,True,False,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,14,17,24,-1,-12,South
1,6,True,True,True,False,True,South,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,7,13,16,25,-1,-13,East
2,6,False,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,6,12,15,24,-1,-14,East
3,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,5,11,14,23,-1,-15,East
4,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,4,10,13,22,-1,-16,East
5,6,True,True,True,True,True,East,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,3,9,12,21,-1,-17,North
5,7,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,2,10,13,20,-1,-18,North
5,8,True,True,True,True,True,North,True,True,True,True,5,9,11,3,17,6,25,7,Stop,Stop,Stop,Stop,1,11,14,21,-1,-19,North
5,9,True,True,True,True,True,North,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,12,15,22,-1,180,South
5,8,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,11,14,21,-1,179,South
5,7,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,10,13,20,-1,178,East
6,7,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,9,12,19,-1,177,South
6,6,True,False,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,8,11,20,-1,176,East
7,6,False,False,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,7,10,19,-1,175,East
8,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,6,9,18,-1,174,East
9,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,5,8,17,-1,173,East
10,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,4,7,16,-1,172,South
10,5,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,3,8,17,-1,171,East
11,5,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,2,7,16,-1,170,South
11,4,True,True,False,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,1,8,17,-1,169,South
11,3,True,False,False,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,18,-1,368,North
11,4,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,17,-1,367,North
11,5,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,16,-1,366,North
11,6,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,15,-1,365,North
11,7,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,364,North
11,8,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,363,North
11,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,362,North
11,10,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,361,North
11,11,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,360,North
11,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,12,19,-1,359,East
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,358,East
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,357,South
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,356,South
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,355,South
13,9,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,354,South
13,8,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,353,South
13,7,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,352,East
14,7,True,True,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,351,Stop
14,7,True,True,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,350,South
14,6,True,True,True,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,12,-1,349,East
15,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,11,-1,348,East
16,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,1,10,-1,347,East
17,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,9,-1,546,East
18,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,8,-1,545,East
19,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,7,-1,544,East
20,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,6,-1,543,East
21,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,5,-1,542,East
22,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,4,-1,541,East
23,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,3,-1,540,East
24,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,2,-1,539,East
25,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,538,North
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,0,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,10,7,19,12,22,9,Stop,West,Stop,North,14,11,15,20,2,-1,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,10,7,19,11,22,10,Stop,West,South,North,14,11,16,19,2,-2,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,20,11,22,11,Stop,East,East,North,14,12,17,18,2,-3,East
5,12,False,True,True,True,True,East,True,True,True,True,8,3,12,7,20,11,22,12,West,East,East,South,12,12,16,18,1,-4,South
5,11,True,True,True,True,True,South,True,True,True,True,9,3,12,6,20,11,22,11,East,South,East,South,12,12,15,18,1,95,South
5,10,True,True,True,True,True,South,True,True,True,True,9,3,12,5,20,11,22,10,East,South,East,South,11,12,16,18,1,194,South
5,9,True,True,True,True,True,South,True,True,True,True,10,3,13,5,20,11,22,9,East,East,East,South,11,12,17,17,1,193,East
6,9,True,True,True,True,True,East,True,True,True,True,9,3,13,4,20,12,22,9,West,South,North,West,9,12,17,15,1,192,East
7,9,True,True,True,True,True,East,True,True,True,True,10,3,14,4,20,12,21,9,East,East,North,West,9,12,16,14,1,291,South
7,8,True,True,True,True,True,South,True,True,True,True,11,3,14,5,20,12,21,9,East,North,North,West,9,10,17,15,1,390,South
7,7,True,True,True,True,True,South,True,True,True,True,12,3,14,6,21,12,21,9,East,North,East,East,9,8,19,17,1,489,South
7,6,True,True,True,True,True,South,True,True,True,True,12,4,13,6,22,12,22,9,North,West,East,East,7,6,21,19,1,588,South
7,5,True,True,True,True,True,South,True,True,True,True,12,4,13,7,21,12,23,9,North,North,West,West,6,8,21,19,1,687,East
8,5,True,True,True,True,True,East,True,True,True,True,12,4,12,7,21,11,22,9,North,West,South,North,5,6,19,19,1,686,East
9,5,True,True,True,True,True,East,True,True,True,True,12,5,12,8,21,11,22,10,North,North,South,West,3,6,18,17,1,685,East
10,5,True,True,True,True,True,East,True,True,True,True,12,5,12,7,22,11,21,10,North,South,East,East,2,4,18,17,1,784,East
11,5,True,True,True,True,True,East,True,True,True,True,12,4,13,7,22,10,22,10,South,East,South,East,2,4,16,16,1,883,East
12,5,True,True,True,True,True,East,True,True,True,True,12,3,13,7,22,10,22,10,South,East,South,North,2,3,15,16,1,982,South
12,4,True,True,True,True,True,South,True,True,True,True,12,3,13,8,22,10,22,11,South,North,South,North,1,5,16,18,1,1081,West
11,4,True,True,True,True,True,West,True,True,True,True,11,3,12,8,23,10,22,12,Stop,West,East,North,1,5,18,19,1,1180,South
11,3,True,False,True,True,True,South,False,True,True,True,1,1,11,8,23,11,22,12,Stop,West,North,West,-1,5,20,19,1,1379,West
10,3,True,False,True,True,True,West,False,True,True,True,1,1,12,8,23,11,21,12,Stop,East,North,South,-1,7,21,19,1,1478,North
10,4,True,True,True,True,True,North,False,True,True,True,1,1,12,8,23,11,21,11,Stop,East,North,West,-1,6,20,17,2,1577,North
10,5,True,True,True,True,True,North,False,True,True,True,1,1,11,8,23,12,20,11,Stop,West,North,West,-1,4,20,15,1,1576,North
10,6,True,True,True,True,True,North,False,True,True,True,1,1,12,8,23,12,19,11,Stop,East,North,East,-1,4,19,15,1,1675,North
10,7,True,True,True,True,True,North,False,True,True,True,1,1,12,7,23,11,20,11,Stop,South,South,South,-1,2,17,13,1,1774,East
11,7,True,True,True,True,True,East,False,True,True,True,1,1,12,7,23,11,20,10,Stop,Stop,South,North,-1,1,16,13,1,1773,East
12,7,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,11,Stop,Stop,South,South,-1,-1,15,11,1,2072,North
12,8,True,True,True,True,True,North,False,False,True,True,1,1,3,1,22,11,20,10,Stop,Stop,West,South,-1,-1,13,9,1,2171,West
11,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,22,11,20,9,Stop,Stop,West,West,-1,-1,14,9,1,2270,West
10,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,11,19,9,Stop,Stop,East,South,-1,-1,16,9,1,2369,West
9,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,12,19,8,Stop,Stop,North,East,-1,-1,18,11,1,2368,North
9,9,True,True,True,True,True,North,False,False,True,True,1,1,3,1,23,12,20,8,Stop,Stop,North,South,-1,-1,17,13,1,2467,East
10,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,7,Stop,Stop,South,North,-1,-1,15,11,1,2566,East
11,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,11,20,8,Stop,Stop,West,North,-1,-1,13,9,1,2565,East
12,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,11,20,9,Stop,Stop,East,North,-1,-1,13,8,1,2564,East
13,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,9,Stop,Stop,North,North,-1,-1,13,7,2,2563,East
14,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,9,Stop,Stop,North,North,-1,-1,12,7,2,2562,East
15,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,20,10,Stop,Stop,North,West,-1,-1,11,5,1,2561,East
16,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,10,Stop,Stop,West,West,-1,-1,9,4,1,2560,East
17,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,19,10,Stop,Stop,East,South,-1,-1,9,2,1,2659,East
18,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,9,Stop,Stop,West,South,-1,-1,7,2,1,2758,East
19,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,23,12,19,8,Stop,Stop,East,South,-1,-1,7,2,1,2857,East
20,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,22,12,19,7,Stop,Stop,West,West,-1,-1,5,4,1,2956,South
20,8,True,True,True,True,True,South,False,False,True,True,1,1,3,1,23,12,18,7,Stop,Stop,East,West,-1,-1,7,4,1,3055,South
20,7,True,True,True,True,True,South,False,False,True,True,1,1,3,1,23,11,17,7,Stop,Stop,South,West,-1,-1,7,3,1,3154,West
19,7,True,True,True,True,True,West,False,False,True,True,1,1,3,1,23,11,17,7,Stop,Stop,South,West,-1,-1,8,2,1,3153,West
18,7,True,True,True,True,True,West,False,False,True,True,1,1,3,1,22,11,17,7,Stop,Stop,West,South,-1,-1,8,2,1,3152,West
17,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,22,11,17,6,Stop,Stop,West,Stop,-1,-1,9,-1,1,3451,South
17,6,True,True,True,True,True,South,False,False,True,False,1,1,3,1,21,11,7,1,Stop,Stop,West,Stop,-1,-1,9,-1,1,3550,South
17,5,True,True,True,True,True,South,False,False,True,False,1,1,3,1,20,11,7,1,Stop,Stop,West,Stop,-1,-1,9,-1,1,3649,East
18,5,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,West,Stop,-1,-1,7,-1,1,3648,North
18,6,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,North,Stop,-1,-1,7,-1,1,3747,North
18,7,True,True,True,True,True,North,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,5,-1,2,3746,West
17,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,6,-1,1,3745,West
16,7,True,True,True,True,True,West,False,False,True,False,1,1,3,1,18,12,7,1,Stop,Stop,West,Stop,-1,-1,7,-1,1,3844,North
16,8,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,East,Stop,-1,-1,7,-1,1,3943,North
16,9,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,South,Stop,-1,-1,5,-1,1,3942,North
16,10,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,12,7,1,Stop,Stop,North,Stop,-1,-1,5,-1,1,4041,East
17,10,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,South,Stop,-1,-1,3,-1,1,4140,East
18,10,True,True,True,True,True,East,False,False,True,False,1,1,3,1,19,10,7,1,Stop,Stop,South,Stop,-1,-1,1,-1,2,4139,North
18,11,True,True,True,True,True,North,False,False,True,False,1,1,3,1,19,11,7,1,Stop,Stop,Stop,Stop,-1,-1,1,-1,1,4138,East
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,0,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-1,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-2,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-3,Stop
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,-4,South
4,11,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,13,11,16,20,1,-5,East
5,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,12,10,15,19,1,94,East
6,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,11,9,14,18,1,193,East
7,11,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,10,8,13,17,1,292,South
7,10,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,9,7,14,16,1,391,South
7,9,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,8,6,15,15,1,490,South
7,8,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,7,5,16,16,1,589,South
7,7,True,True,True,True,True,South,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,6,4,17,17,1,688,East
8,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,5,3,16,16,1,687,East
9,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,4,2,15,15,1,686,East
10,7,True,True,True,True,True,East,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,5,1,14,14,1,785,East
11,7,True,True,True,True,True,East,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,6,-1,13,13,1,984,West
10,7,True,True,True,True,True,West,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,5,-1,14,14,1,983,South
10,6,True,True,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,4,-1,15,15,1,1082,South
10,5,True,True,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,3,-1,16,16,1,1181,South
10,4,True,True,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,2,-1,17,17,1,1280,South
10,3,True,False,True,True,True,South,True,False,True,True,9,3,3,1,19,12,22,9,Stop,Stop,Stop,Stop,1,-1,18,18,2,1379,West
9,3,True,False,True,True,True,West,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,19,19,1,1578,North
9,4,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,18,18,2,1577,East
10,4,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,17,17,1,1576,East
11,4,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,16,16,1,1675,North
11,5,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,15,15,1,1774,East
12,5,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,14,14,1,1873,East
13,5,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,13,13,2,1872,North
13,6,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,12,12,2,1871,East
14,6,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,11,11,2,1870,East
15,6,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,10,10,1,1869,North
15,7,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,9,9,1,1968,North
15,8,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,8,8,1,2067,East
16,8,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,7,7,1,2166,East
17,8,True,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,6,6,1,2265,North
17,9,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,5,5,1,2364,North
17,10,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,4,6,1,2463,North
17,11,True,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,3,7,1,2562,North
17,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,2,8,1,2661,East
18,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,19,12,22,9,Stop,Stop,Stop,Stop,-1,-1,1,7,2,2760,East
19,12,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,6,1,2959,East
20,12,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,5,1,3058,South
20,11,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,4,1,3157,South
20,10,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,3,1,3256,South
20,9,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,2,1,3355,South
20,8,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,3,1,3454,East
21,8,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,2,1,3553,East
22,8,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,22,9,Stop,Stop,Stop,Stop,-1,-1,-1,1,1,3652,North
14,3,False,False,True,True,True,Stop,True,True,True,True,10,15,13,15,14,15,17,15,Stop,Stop,Stop,Stop,16,13,12,15,-1,0,Stop
14,3,False,False,True,True,True,Stop,True,True,True,True,10,15,12,15,14,15,17,15,Stop,West,Stop,Stop,16,14,12,15,-1,-1,East
15,3,True,False,True,True,True,East,True,True,True,True,10,15,11,15,13,15,17,15,Stop,West,West,West,17,16,14,13,-1,-2,North
15,4,True,True,False,False,True,North,True,True,True,True,11,15,11,15,12,15,16,15,East,West,West,West,15,15,14,11,-1,-3,North
15,5,False,True,True,False,True,North,True,True,True,True,12,15,11,15,12,15,15,15,East,West,West,East,13,14,13,11,-1,-4,East
16,5,False,False,True,True,True,East,True,True,True,True,13,15,12,15,13,15,16,15,East,East,East,East,13,14,13,10,-1,-5,East
17,5,False,False,True,True,True,East,True,True,True,True,12,15,12,15,13,15,16,15,West,East,East,East,15,15,14,10,-1,-6,East
18,5,True,False,False,True,True,East,True,True,True,True,11,15,11,15,13,16,17,15,West,West,North,East,17,17,16,11,-1,-7,North
18,6,True,True,False,False,True,North,True,True,True,True,11,15,11,15,14,16,17,15,West,West,East,West,16,16,14,11,-1,-8,North
18,7,True,True,False,False,True,North,True,True,True,True,11,15,12,15,14,17,16,15,West,East,North,East,15,14,14,9,-1,-9,North
18,8,False,True,True,True,True,North,True,True,True,True,12,15,12,15,15,17,17,15,East,East,East,West,13,13,12,9,-1,-10,East
