@RELATION Pacman-data-training

@ATTRIBUTE pacman_position_x NUMERIC
@ATTRIBUTE pacman_position_y NUMERIC
@ATTRIBUTE is_North_Valid {True,False}
@ATTRIBUTE is_South_Valid {True,False}
@ATTRIBUTE is_East_Valid {True,False}
@ATTRIBUTE is_West_Valid {True,False}
@ATTRIBUTE is_Stop_Valid {True,False}
@ATTRIBUTE pacman_direction {North,South,East,West,Stop}
@ATTRIBUTE alive_ghost_1 {True,False}
@ATTRIBUTE alive_ghost_2 {True,False}
@ATTRIBUTE alive_ghost_3 {True,False}
@ATTRIBUTE alive_ghost_4 {True,False}
@ATTRIBUTE ghost_1_position_x NUMERIC
@ATTRIBUTE ghost_1_position_y NUMERIC
@ATTRIBUTE ghost_2_position_x NUMERIC
@ATTRIBUTE ghost_2_position_y NUMERIC
@ATTRIBUTE ghost_3_position_x NUMERIC
@ATTRIBUTE ghost_3_position_y NUMERIC
@ATTRIBUTE ghost_4_position_x NUMERIC
@ATTRIBUTE ghost_4_position_y NUMERIC
@ATTRIBUTE ghost_1_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_2_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_3_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_4_direction {North,South,East,West,Stop}
@ATTRIBUTE ghost_1_distance NUMERIC
@ATTRIBUTE ghost_2_distance NUMERIC
@ATTRIBUTE ghost_3_distance NUMERIC
@ATTRIBUTE ghost_4_distance NUMERIC
@ATTRIBUTE pac_dots_distance NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE score_change NUMERIC

@ATTRIBUTE next_action {North,South,East,West,Stop}
@ATTRIBUTE next_score NUMERIC

@DATA
5,9,True,True,True,True,True,West,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,12,15,22,-1,175,-1,South,174
5,8,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,11,14,21,-1,174,-1,East,173
6,8,True,True,False,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,10,13,20,-1,173,-1,South,172
6,7,True,True,False,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,9,12,19,-1,172,-1,South,171
6,6,True,False,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,8,11,20,-1,171,-1,East,170
7,6,False,False,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,7,10,19,-1,170,-1,East,169
8,6,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,6,9,18,-1,169,-1,South,168
8,5,True,True,True,False,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,5,10,19,-1,168,-1,East,167
9,5,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,4,9,18,-1,167,-1,South,166
9,4,True,True,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,3,10,19,-1,166,-1,East,165
10,4,True,True,True,True,True,East,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,2,9,18,-1,165,-1,South,164
10,3,True,False,True,True,True,South,False,True,True,True,1,1,11,3,17,6,25,7,Stop,Stop,Stop,Stop,-1,1,10,19,-1,164,199,East,363
11,3,True,False,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,18,-1,363,-1,North,362
11,4,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,17,-1,362,-1,North,361
11,5,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,16,-1,361,-1,North,360
11,6,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,15,-1,360,-1,North,359
11,7,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,359,-1,North,358
11,8,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,358,-1,North,357
11,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,357,-1,North,356
11,10,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,356,-1,North,355
11,11,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,355,-1,North,354
11,12,False,True,True,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,12,19,-1,354,-1,East,353
12,12,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,11,18,-1,353,-1,East,352
13,12,False,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,10,17,-1,352,-1,South,351
13,11,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,9,16,-1,351,-1,South,350
13,10,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,350,-1,South,349
13,9,True,True,True,False,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,349,-1,East,348
14,9,True,True,False,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,348,-1,South,347
14,8,True,True,True,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,347,-1,East,346
15,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,346,-1,East,345
16,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,10,-1,345,-1,East,344
17,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,9,-1,344,-1,East,343
18,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,8,-1,343,-1,East,342
19,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,7,-1,342,-1,East,341
20,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,6,-1,341,-1,West,340
19,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,7,-1,340,-1,West,339
18,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,8,-1,339,-1,West,338
17,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,9,-1,338,-1,West,337
16,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,10,-1,337,-1,West,336
15,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,336,-1,West,335
14,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,335,-1,North,334
14,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,334,-1,Stop,333
14,9,True,True,False,True,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,333,-1,West,332
13,9,True,True,True,False,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,332,-1,North,331
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,331,-1,Stop,330
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,330,-1,Stop,329
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,329,-1,Stop,328
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,328,-1,Stop,327
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,327,-1,Stop,326
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,326,-1,Stop,325
13,10,True,True,True,False,True,North,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,8,15,-1,325,-1,East,324
14,10,True,True,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,7,14,-1,324,-1,South,323
14,9,True,True,False,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,6,13,-1,323,-1,South,322
14,8,True,True,True,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,322,-1,East,321
15,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,321,-1,East,320
16,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,10,-1,320,-1,East,319
17,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,9,-1,319,-1,East,318
18,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,8,-1,318,-1,East,317
19,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,7,-1,317,-1,East,316
20,8,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,6,-1,316,-1,West,315
19,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,7,-1,315,-1,West,314
18,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,8,-1,314,-1,West,313
17,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,9,-1,313,-1,West,312
16,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,10,-1,312,-1,West,311
15,8,False,False,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,311,-1,West,310
14,8,True,True,True,True,True,West,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,5,12,-1,310,-1,South,309
14,7,True,True,False,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,4,11,-1,309,-1,South,308
14,6,True,True,True,True,True,South,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,3,12,-1,308,-1,East,307
15,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,2,11,-1,307,-1,East,306
16,6,False,False,True,True,True,East,False,False,True,True,1,1,3,1,17,6,25,7,Stop,Stop,Stop,Stop,-1,-1,1,10,-1,306,199,East,505
17,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,9,-1,505,-1,East,504
18,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,8,-1,504,-1,East,503
19,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,7,-1,503,-1,East,502
20,6,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,6,-1,502,-1,East,501
21,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,5,-1,501,-1,East,500
22,6,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,4,-1,500,-1,East,499
23,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,3,-1,499,-1,East,498
24,6,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,2,-1,498,-1,North,497
24,7,True,True,True,True,True,North,False,False,False,True,1,1,3,1,5,1,25,7,Stop,Stop,Stop,Stop,-1,-1,-1,1,-1,497,199,East,696
1,11,False,True,True,False,True,Stop,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,11,7,7,18,14,0,-1,East,-1
2,11,False,False,True,True,True,East,True,True,True,True,6,5,7,9,7,11,14,6,Stop,East,West,South,10,7,5,18,13,-1,-1,East,-2
3,11,False,False,True,True,True,East,True,True,True,True,6,5,6,9,8,11,14,5,Stop,West,East,West,9,5,5,16,12,-2,-1,East,-3
4,11,False,False,True,True,True,East,True,True,True,True,6,5,7,9,8,11,13,5,Stop,East,East,West,8,5,4,15,11,-3,-1,East,-4
5,11,False,True,True,True,True,East,True,True,True,True,6,5,7,9,9,11,13,5,Stop,East,East,West,7,4,4,14,10,-4,-1,South,-5
5,10,True,True,True,False,True,South,True,True,True,True,6,4,7,9,8,11,13,5,South,East,West,South,7,3,4,14,9,-5,-1,East,-6
6,10,True,True,False,True,True,East,True,True,True,True,5,4,7,9,8,11,13,4,West,East,West,North,7,2,3,12,8,-6,-1,South,-7
6,9,True,True,True,True,True,South,True,False,True,True,5,4,3,1,9,11,13,5,West,Stop,East,South,6,-1,5,12,7,193,-1,East,192
7,9,False,True,True,True,True,East,True,False,True,True,5,4,3,1,9,11,13,4,West,Stop,East,South,7,-1,4,11,6,192,-1,East,191
8,9,False,True,True,True,True,East,True,False,True,True,4,4,3,1,9,11,13,4,West,Stop,East,South,9,-1,3,10,5,191,-1,East,190
9,9,False,True,True,True,True,East,True,False,True,True,5,4,3,1,10,11,13,4,East,Stop,East,North,9,-1,3,8,4,190,-1,East,189
10,9,True,True,True,True,True,East,True,False,True,True,5,4,3,1,11,11,13,5,East,Stop,East,North,10,-1,3,7,3,189,-1,North,188
10,10,True,True,True,False,True,North,True,False,True,True,6,4,3,1,11,10,13,5,East,Stop,Stop,East,10,-1,1,9,4,188,199,East,387
11,10,True,True,False,True,True,East,True,False,False,True,6,4,3,1,5,1,14,5,East,Stop,Stop,North,11,-1,-1,7,3,387,-1,South,386
11,9,True,False,True,True,True,South,True,False,False,True,6,5,3,1,5,1,14,6,North,Stop,Stop,North,9,-1,-1,5,4,386,-1,East,385
12,9,False,True,True,True,True,East,True,False,False,True,6,4,3,1,5,1,14,7,South,Stop,Stop,South,11,-1,-1,5,3,385,-1,South,384
12,8,True,True,True,False,True,South,True,False,False,True,6,5,3,1,5,1,14,6,North,Stop,Stop,North,9,-1,-1,3,4,384,-1,South,383
12,7,True,False,True,False,True,South,True,False,False,True,6,5,3,1,5,1,14,7,North,Stop,Stop,North,8,-1,-1,3,3,383,-1,East,382
13,7,True,False,True,True,True,East,True,False,False,True,7,5,3,1,5,1,14,8,East,Stop,Stop,Stop,8,-1,-1,1,4,382,199,North,581
13,8,True,True,True,True,True,North,True,False,False,False,7,4,3,1,5,1,7,1,South,Stop,Stop,Stop,10,-1,-1,-1,3,581,-1,West,580
12,8,True,True,True,False,True,West,True,False,False,False,7,4,3,1,5,1,7,1,South,Stop,Stop,Stop,9,-1,-1,-1,4,580,-1,North,579
12,9,False,True,True,True,True,North,True,False,False,False,7,3,3,1,5,1,7,1,South,Stop,Stop,Stop,11,-1,-1,-1,3,579,-1,East,578
13,9,False,True,True,True,True,East,True,False,False,False,6,3,3,1,5,1,7,1,West,Stop,Stop,Stop,13,-1,-1,-1,2,578,-1,Stop,577
13,9,False,True,True,True,True,East,True,False,False,False,6,3,3,1,5,1,7,1,West,Stop,Stop,Stop,13,-1,-1,-1,2,577,-1,Stop,576
13,9,False,True,True,True,True,East,True,False,False,False,6,3,3,1,5,1,7,1,West,Stop,Stop,Stop,13,-1,-1,-1,2,576,-1,Stop,575
13,9,False,True,True,True,True,East,True,False,False,False,6,4,3,1,5,1,7,1,North,Stop,Stop,Stop,12,-1,-1,-1,2,575,-1,South,574
13,8,True,True,True,True,True,South,True,False,False,False,6,3,3,1,5,1,7,1,South,Stop,Stop,Stop,12,-1,-1,-1,3,574,-1,West,573
12,8,True,True,True,False,True,West,True,False,False,False,7,3,3,1,5,1,7,1,East,Stop,Stop,Stop,10,-1,-1,-1,4,573,-1,South,572
12,7,True,False,True,False,True,South,True,False,False,False,8,3,3,1,5,1,7,1,East,Stop,Stop,Stop,8,-1,-1,-1,3,572,-1,East,571
13,7,True,False,True,True,True,East,True,False,False,False,9,3,3,1,5,1,7,1,East,Stop,Stop,Stop,8,-1,-1,-1,4,571,-1,East,570
14,7,True,True,True,True,True,East,True,False,False,False,9,3,3,1,5,1,7,1,East,Stop,Stop,Stop,9,-1,-1,-1,3,570,-1,North,569
14,8,True,True,True,True,True,North,True,False,False,False,9,4,3,1,5,1,7,1,North,Stop,Stop,Stop,9,-1,-1,-1,2,569,-1,West,568
13,8,True,True,True,True,True,West,True,False,False,False,9,4,3,1,5,1,7,1,North,Stop,Stop,Stop,8,-1,-1,-1,3,568,-1,South,567
13,7,True,False,True,True,True,South,True,False,False,False,9,3,3,1,5,1,7,1,South,Stop,Stop,Stop,8,-1,-1,-1,4,567,-1,East,566
14,7,True,True,True,True,True,East,True,False,False,False,9,3,3,1,5,1,7,1,South,Stop,Stop,Stop,9,-1,-1,-1,3,566,-1,North,565
14,8,True,True,True,True,True,North,True,False,False,False,9,4,3,1,5,1,7,1,North,Stop,Stop,Stop,9,-1,-1,-1,2,565,-1,West,564
13,8,True,True,True,True,True,West,True,False,False,False,9,3,3,1,5,1,7,1,South,Stop,Stop,Stop,9,-1,-1,-1,3,564,-1,South,563
13,7,True,False,True,True,True,South,True,False,False,False,9,3,3,1,5,1,7,1,South,Stop,Stop,Stop,8,-1,-1,-1,4,563,-1,East,562
14,7,True,True,True,True,True,East,True,False,False,False,10,3,3,1,5,1,7,1,East,Stop,Stop,Stop,8,-1,-1,-1,3,562,-1,South,561
14,6,True,True,False,False,True,South,True,False,False,False,11,3,3,1,5,1,7,1,East,Stop,Stop,Stop,6,-1,-1,-1,4,561,-1,South,560
14,5,True,True,True,True,True,South,True,False,False,False,10,3,3,1,5,1,7,1,West,Stop,Stop,Stop,6,-1,-1,-1,5,560,-1,West,559
13,5,False,True,True,True,True,West,True,False,False,False,9,3,3,1,5,1,7,1,West,Stop,Stop,Stop,6,-1,-1,-1,4,559,-1,West,558
12,5,False,False,True,True,True,West,True,False,False,False,10,3,3,1,5,1,7,1,East,Stop,Stop,Stop,4,-1,-1,-1,3,558,-1,West,557
11,5,False,True,True,True,True,West,True,False,False,False,11,3,3,1,5,1,7,1,East,Stop,Stop,Stop,2,-1,-1,-1,2,557,-1,South,556
1,11,False,True,True,False,True,Stop,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,11,7,7,18,14,0,-1,East,-1
2,11,False,False,True,True,True,East,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,10,6,6,17,13,-1,-1,East,-2
3,11,False,False,True,True,True,East,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,9,5,5,16,12,-2,-1,East,-3
4,11,False,False,True,True,True,East,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,8,4,4,15,11,-3,-1,East,-4
5,11,False,True,True,True,True,East,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,7,3,3,14,10,-4,-1,South,-5
5,10,True,True,True,False,True,South,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,6,2,4,13,9,-5,-1,South,-6
5,9,True,True,True,True,True,South,True,True,True,True,6,5,6,9,8,11,14,6,Stop,Stop,Stop,Stop,5,1,5,12,8,-6,199,East,193
6,9,True,True,True,True,True,East,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,4,-1,4,11,7,193,-1,South,192
6,8,True,True,True,True,True,South,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,3,-1,5,10,6,192,-1,South,191
6,7,True,False,True,True,True,South,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,2,-1,6,9,5,191,-1,East,190
7,7,True,False,True,True,True,East,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,3,-1,5,8,4,190,-1,East,189
8,7,True,True,True,True,True,East,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,4,-1,4,7,3,189,-1,South,188
8,6,True,True,True,False,True,South,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,3,-1,5,6,2,188,-1,South,187
8,5,True,True,True,True,True,South,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,2,-1,6,7,3,187,-1,West,186
7,5,False,True,True,True,True,West,True,False,True,True,6,5,3,1,8,11,14,6,Stop,Stop,Stop,Stop,1,-1,7,8,4,186,199,West,385
6,5,False,True,True,True,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,8,9,5,385,-1,West,384
5,5,False,True,True,True,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,9,10,6,384,-1,West,383
4,5,False,True,True,True,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,10,11,7,383,-1,West,382
3,5,False,True,True,True,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,11,12,8,382,-1,West,381
2,5,False,True,True,True,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,12,13,9,381,-1,West,380
1,5,True,True,True,False,True,West,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,13,14,10,380,-1,North,379
1,6,True,True,False,False,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,12,13,9,379,-1,North,378
1,7,True,True,True,False,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,11,14,10,378,-1,East,377
2,7,True,False,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,10,13,9,377,-1,East,376
3,7,True,False,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,9,12,8,376,-1,East,375
4,7,True,False,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,8,11,7,375,-1,North,374
4,8,True,True,True,True,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,7,12,8,374,-1,East,373
5,8,True,True,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,6,11,7,373,-1,North,372
5,9,True,True,True,True,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,5,12,8,372,-1,East,371
6,9,True,True,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,4,11,7,371,-1,North,370
6,10,True,True,False,True,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,3,12,8,370,-1,North,369
6,11,False,True,True,True,True,North,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,2,13,9,369,-1,East,368
7,11,False,False,True,True,True,East,False,False,True,True,1,1,3,1,8,11,14,6,Stop,Stop,Stop,Stop,-1,-1,1,12,8,368,199,East,567
8,11,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,11,7,567,-1,East,566
9,11,False,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,10,6,566,-1,East,565
10,11,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,9,5,565,-1,South,564
10,10,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,8,4,564,-1,South,563
10,9,True,True,True,True,True,South,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,7,3,563,-1,East,562
11,9,True,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,6,4,562,-1,East,561
12,9,False,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,5,3,561,-1,South,560
12,8,True,True,True,False,True,South,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,4,4,560,-1,South,559
12,7,True,False,True,False,True,South,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,3,3,559,-1,East,558
13,7,True,False,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,2,4,558,-1,East,557
14,7,True,True,True,True,True,East,False,False,False,True,1,1,3,1,5,1,14,6,Stop,Stop,Stop,Stop,-1,-1,-1,1,3,557,199,South,756
4,12,False,True,True,True,True,Stop,True,True,True,True,9,3,11,7,19,12,22,9,Stop,Stop,Stop,Stop,14,12,15,21,2,0,-1,East,-1
5,12,False,True,True,True,True,East,True,True,True,True,9,4,11,6,18,12,22,9,North,South,West,Stop,12,12,13,20,1,-1,99,South,98
5,11,True,True,True,True,True,South,True,True,True,True,8,4,11,6,18,12,22,9,West,South,West,North,10,11,14,18,1,98,99,South,197
5,10,True,True,True,True,True,South,True,True,True,True,8,5,11,5,17,12,22,10,North,South,West,East,8,11,14,18,1,197,-1,South,196
