@relation 'Pacman-data-training-weka.filters.unsupervised.attribute.Remove-R9-12,21-24,31,33-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Remove-R8-20'

@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute is_North_Valid {True,False}
@attribute is_South_Valid {True,False}
@attribute is_East_Valid {True,False}
@attribute is_West_Valid {True,False}
@attribute pacman_direction {North,South,East,West,Stop}
@attribute score numeric
@attribute next_action {North,South,East,West,Stop}

@data
12,10,True,True,True,True,Stop,0,North,{1.098947}
12,11,True,True,True,True,North,-1,North,{1.098947}
12,12,True,True,True,True,North,-2,South,{0.940541}
12,11,True,True,True,True,South,-3,South,{0.940541}
12,10,True,True,True,True,South,-4,South,{0.940541}
12,9,True,True,True,True,South,-5,South,{0.940541}
12,8,True,True,True,True,South,194,East,{0.527273}
13,8,True,True,True,True,East,393,West,{0.994286}
12,8,True,True,True,True,West,392,West,{0.994286}
11,8,True,True,True,True,West,391,West,{0.994286}
10,8,True,True,True,True,West,390,West,{0.994286}
9,8,True,True,True,True,West,389,West,{0.994286}
8,8,True,True,True,True,West,388,North,{1.098947}
8,9,True,True,True,True,North,387,West,{0.994286}
7,9,True,True,True,True,West,386,North,{1.098947}
7,10,True,True,True,True,North,385,West,{0.994286}
6,10,True,True,True,False,West,384,North,{1.098947}
6,11,True,True,True,True,North,383,West,{0.994286}
5,11,True,False,True,True,West,582,North,{1.098947}
12,10,True,True,True,True,Stop,0,North,{1.098947}
12,11,True,True,True,True,North,-1,North,{1.098947}
12,12,True,True,True,True,North,-2,East,{0.527273}
13,12,True,True,True,True,East,197,South,{0.940541}
13,11,True,True,True,True,South,196,South,{0.940541}
13,10,True,True,True,True,South,195,South,{0.940541}
13,9,True,True,True,True,South,194,South,{0.940541}
13,8,True,True,True,True,South,193,South,{0.940541}
13,7,True,True,True,True,South,192,South,{0.940541}
13,6,True,True,True,True,South,391,West,{0.994286}
12,6,True,True,True,True,West,390,West,{0.994286}
11,6,True,True,True,True,West,389,West,{0.994286}
10,6,True,True,True,True,West,388,West,{0.994286}
9,6,True,True,True,True,West,387,West,{0.994286}
8,6,True,True,True,True,West,386,West,{0.994286}
7,6,True,True,True,True,West,385,West,{0.994286}
6,6,True,True,True,True,West,384,West,{0.994286}
5,6,True,True,True,True,West,583,North,{1.098947}
5,7,True,True,True,True,North,582,North,{1.098947}
5,8,True,True,True,True,North,581,North,{1.098947}
5,9,False,True,True,True,North,580,East,{0.527273}
6,9,True,True,True,True,East,579,North,{1.098947}
6,10,True,True,True,False,North,578,North,{1.098947}
6,11,True,True,True,True,North,577,North,{1.098947}
6,12,True,True,True,True,North,576,West,{0.994286}
1,18,False,True,True,False,Stop,0,South,{0.940541}
1,17,True,True,False,False,South,-1,South,{0.940541}
1,16,True,True,True,False,South,-2,South,{0.940541}
1,15,True,True,True,False,South,-3,South,{0.940541}
1,14,True,True,True,False,South,-4,South,{0.940541}
1,13,True,True,False,False,South,-5,South,{0.940541}
1,12,True,True,True,False,South,-6,South,{0.940541}
1,11,True,True,False,False,South,-7,South,{0.940541}
1,10,True,True,False,False,South,-8,South,{0.940541}
1,9,True,True,False,False,South,-9,South,{0.940541}
1,8,True,True,False,False,South,-10,South,{0.940541}
1,7,True,True,False,False,South,-11,South,{0.940541}
1,6,True,True,True,False,South,-12,East,{0.527273}
2,6,False,True,True,True,East,-13,East,{0.527273}
3,6,True,True,True,True,East,-14,East,{0.527273}
4,6,True,True,True,True,East,-15,North,{1.098947}
4,7,True,True,True,True,North,-16,East,{0.527273}
